"sumdid","company","lat","lon"
"Powered382538","Lyft","36.125088","-86.825385"
"Powered382ac141-5767-5867-9f75-3179a15953a2","Jump","36.119800","-86.753300"
"Powered383515","Lyft","36.122808","-86.812252"
"Powered3836348","Spin","36.131970","-86.818850"
"Powered3837952","Spin","36.137060","-86.802984"
"Powered3838679","Spin","36.131320","-86.815000"
"Powered383LC","Bird","36.116686","-86.841293"
"Powered384","Gotcha","36.121139","-86.815537"
"Powered3841289","Spin","36.147460","-86.799380"
"Powered3844102","Spin","36.137600","-86.814731"
"Powered3845f25c-e1fd-58d9-8852-7b24e8f56b1f","Jump","36.119800","-86.844300"
"Powered384e2ba8-3ae9-5147-b7ca-4d2355d7b85a","Jump","36.119200","-86.814400"
"Powered385530","Lyft","36.125364","-86.814617"
"Powered386268","Lyft","36.125266","-86.814662"
"Powered3862848","Spin","36.010970","-86.809920"
"Powered3864090","Spin","36.136620","-86.808020"
"Powered386683","Lyft","36.125297","-86.820480"
"Powered387006","Lyft","36.130325","-86.819044"
"Powered387462","Lyft","36.098480","-86.820454"
"Powered3879276","Spin","36.133670","-86.813329"
"Powered388240","Lyft","36.144380","-86.813001"
"Powered388466","Lyft","36.152867","-86.788315"
"Powered388747","Lyft","36.146057","-86.821009"
"Powered388812","Lyft","36.124953","-86.814498"
"Powered389088","Lyft","36.136903","-86.816055"
"Powered389202","Lyft","36.141671","-86.814494"
"Powered3892565","Spin","36.142300","-86.808280"
"Powered389362","Lyft","36.127000","-86.820621"
"Powered389663","Lyft","36.125181","-86.814615"
"Powered38efff19-f66e-5363-be9a-577698f18181","Jump","36.118500","-86.754100"
"Powered38GUR","Bird","36.123010","-86.811833"
"Powered38HTX","Bird","36.140578","-86.792572"
"Powered3906ebe8-b185-5a55-91b0-a50667fdbfd8","Jump","36.120000","-86.753400"
"Powered390738","Lyft","36.124532","-86.814579"
"Powered390855","Lyft","36.106672","-86.825348"
"Powered3914878","Spin","36.123654","-86.821324"
"Powered3919161","Spin","36.124443","-86.848730"
"Powered392189","Lyft","36.136452","-86.815634"
"Powered392277","Lyft","36.103427","-86.817936"
"Powered3923934","Spin","36.124400","-86.828920"
"Powered392409","Lyft","36.123457","-86.814261"
"Powered392412","Lyft","36.120889","-86.801329"
"Powered392681","Lyft","36.123960","-86.816640"
"Powered392917","Lyft","36.156609","-86.795213"
"Powered393330","Lyft","36.121410","-86.814523"
"Powered393600","Lyft","36.123957","-86.813393"
"Powered393725","Lyft","36.127714","-86.869873"
"Powered393ab8e4-955b-5225-9f34-fd2347fabc81","Jump","36.119600","-86.754000"
"Powered3940626","Spin","36.144900","-86.814094"
"Powered3949416","Spin","36.145710","-86.810180"
"Powered3953202","Spin","36.130370","-86.818350"
"Powered3953444","Spin","36.123894","-86.811680"
"Powered3953798","Spin","36.145700","-86.811590"
"Powered3957b475-fcef-5ccf-8cfd-bc5279598c43","Jump","36.111100","-86.843700"
"Powered396129","Lyft","36.125300","-86.819618"
"Powered3973718","Spin","35.976768","-86.826194"
"Powered398144","Lyft","36.119014","-86.821032"
"Powered398472","Lyft","36.117163","-86.821381"
"Powered398730","Lyft","36.126031","-86.808257"
"Powered398787","Lyft","36.122214","-86.827359"
"Powered3987919","Spin","36.122843","-86.814249"
"Powered3988863","Spin","36.136280","-86.813340"
"Powered398d15f1-8f1d-5f73-a289-b768b36c752a","Jump","36.117900","-86.819600"
"Powered399","Gotcha","33.792526","-86.875024"
"Powered39905fa0-be67-56be-b1c6-b40ca050552e","Jump","36.115900","-86.860600"
"Powered399098","Lyft","36.121319","-86.817182"
"Powered399506","Lyft","36.125125","-86.803472"
"Powered3997320","Spin","36.123811","-86.815360"
"Powered399da0e3-6f3a-5bfb-929d-2dd153d2c6fe","Jump","36.080900","-86.858000"
"Powered399LD","Bird","36.136814","-86.806459"
"Powered39fdab53-df63-56c7-ae01-13418fb3150e","Jump","36.120000","-86.753100"
"Powered39NVH","Bird","36.120540","-86.820037"
"Powered39XGM","Bird","36.120558","-86.814497"
"Powered3a11f4b4-542a-529c-971d-5e494ab77ea8","Jump","36.119500","-86.814700"
"Powered3a59100e-f513-52c4-841a-48bc911d66fd","Jump","36.120000","-86.753300"
"Powered3a9ece49-8f87-52c3-93bb-5dbd894d8583","Jump","36.119700","-86.810300"
"Powered3adb6842-823a-5a88-9492-15591474623d","Jump","36.202700","-86.738100"
"Powered3AMP6Z5DHO5B4","Lime","36.125300","-86.800924"
"Powered3AYXS","Bird","36.129617","-86.814598"
"Powered3b20f6d2-b33a-5200-b450-d4e3124579eb","Jump","36.080900","-86.840100"
"Powered3B46L","Bird","36.123640","-86.820621"
"Powered3B6IG","Bird","36.119238","-86.820462"
"Powered3b70ce0a-bfbe-5a4c-889d-364ac3fbe71b","Jump","36.118600","-86.820900"
"Powered3BKEV","Bird","36.155383","-86.776085"
"Powered3c24659f-37f5-5549-895c-bccf6d1ab656","Jump","36.119100","-86.858600"
"Powered3c2f2e4a-cf2b-5843-a3f5-21e09fbe82e3","Jump","36.112200","-86.820200"
"Powered3c423ec0-b144-5913-9474-64c21618e9fa","Jump","36.111700","-86.830100"
"Powered3c4881f0-fc84-5556-aebf-7b00ec2786fe","Jump","36.119500","-86.830400"
"Powered3c63b021-abff-5848-9a3c-44c1ae7e1ae6","Jump","36.119900","-86.753500"
"Powered3c702324-b20c-50f0-83a1-1a366a620668","Jump","36.120000","-86.753500"
"Powered3c9030f0-5bd6-5716-9429-e201e90e8a0a","Jump","36.062500","-86.822500"
"Powered3cd33a5b-9c3b-527e-9ddb-1f806f368a81","Jump","36.115200","-86.826300"
"Powered3cd85fb0-331b-51ad-b53a-199f38e715df","Jump","36.119300","-86.816800"
"Powered3ce49f04-ef2e-5b0c-be2e-ab25620b765a","Jump","36.119600","-86.828200"
"Powered3CJIR","Bird","36.136397","-86.825842"
"Powered3COAIGMESMTYD","Lime","36.127681","-86.829880"
"Powered3CQA7","Bird","36.126807","-86.816529"
"Powered3CSRA","Bird","36.122512","-86.816910"
"Powered3d099838-659b-5660-9463-a029ba277d63","Jump","36.112800","-86.841700"
"Powered3d4c0b77-309b-501b-9fdf-5a2bd8c42b59","Jump","36.116900","-86.818200"
"Powered3d4ddf80-0aec-5c95-8d8f-eede90a61368","Jump","36.119900","-86.753500"
"Powered3dd96c78-6571-5111-8973-0a3aa18ee9bf","Jump","36.111200","-86.818700"
"Powered3de042c7-add2-596e-b902-8e86c075f353","Jump","36.120100","-86.753200"
"Powered3DLHOOUEGOTBG","Lime","35.986189","-86.814639"
"Powered3DLXD5ZPTVMJ6","Lime","36.081265","-86.838275"
"Powered3DM4E","Bird","36.136414","-86.838425"
"Powered3DT4B","Bird","36.122843","-86.823533"
"Powered3DZ3C","Bird","36.121602","-86.840866"
"Powered3e083415-00b2-51fa-bb11-6d63d5693365","Jump","36.099000","-86.858000"
"Powered3e3b41c4-a3e9-533d-924c-cde8c47c8fbd","Jump","36.115900","-86.823800"
"Powered3E56NABTHBQF5","Lime","36.125159","-86.835378"
"Powered3EBKL","Bird","36.154254","-86.803560"
"Powered3ec183cc-571e-5d6c-9e47-622302be63a2","Jump","36.119600","-86.753500"
"Powered3ED4TWSERVGTU","Lime","36.123572","-86.813482"
"Powered3eee89ae-5714-5ff5-a178-61b6b8e8e03a","Jump","36.117400","-86.842800"
"Powered3ET2X","Bird","36.123177","-86.815263"
"Powered3EYLGJEZ6CJY5","Lime","36.121737","-86.817550"
"Powered3f0449b5-1034-5425-8dd0-f75d91d3472c","Jump","36.119300","-86.753900"
"Powered3F3VK","Bird","36.157085","-86.769978"
"Powered3f92b6ba-72b0-5c30-a9bb-41f0d3a22b81","Jump","36.141900","-86.890400"
"Powered3f9558ec-af5f-5176-9b1d-de902f393251","Jump","36.118300","-86.858100"
"Powered3f96a82d-9641-58b6-b6db-b80f746a24cd","Jump","36.098300","-86.827600"
"Powered3f97a7ac-9d92-5dce-aa1f-c6f7eb70a605","Jump","36.119500","-86.850800"
"Powered3fa2cdfe-b59a-5756-92d6-e8e8588af3ac","Jump","36.155400","-86.772800"
"Powered3fd1c7ac-d980-5f0f-82c8-ac4f22c0681c","Jump","36.116300","-86.815900"
"Powered3fe0e3cb-57dc-5c7a-bbdd-29a8fc8fb6bd","Jump","36.115200","-86.815100"
"Powered3G8JU","Bird","36.120450","-86.847478"
"Powered3GERM","Bird","36.114358","-86.818277"
"Powered3GHYWZKGIGMJO","Lime","36.086556","-86.812382"
"Powered3GJS5","Bird","36.135117","-86.833172"
"Powered3GWUY","Bird","36.120570","-86.826934"
"Powered3GYNBKX3Q2TW5","Lime","36.129639","-86.809016"
"Powered3HJPPUNVYGL45","Lime","36.110928","-86.803746"
"Powered3HLD6","Bird","36.155268","-86.782561"
"Powered3HT5LVR5RZDMW","Lime","36.107274","-86.817658"
"Powered3HXFL6VVG6ZGA","Lime","36.106551","-86.794964"
"Powered3HZ3AWQT4GVKE","Lime","36.110416","-86.814534"
"Powered3HZZV","Bird","36.124893","-86.852358"
"Powered3I7X6","Bird","36.121642","-86.828278"
"Powered3IA7BYM7HIZYZ","Lime","36.090180","-86.918244"
"Powered3IBN1","Bird","36.118015","-86.815254"
"Powered3IF6J","Bird","36.120490","-86.814087"
"Powered3IFAH","Bird","36.123062","-86.827099"
"Powered3IIWU","Bird","36.135644","-86.815737"
"Powered3IVIXDRJVGGDP","Lime","36.123947","-86.854027"
"Powered3J3QV","Bird","36.144774","-86.800955"
"Powered3JHGNA3XUA2YL","Lime","36.047141","-86.862970"
"Powered3JRM3","Bird","36.121700","-86.815663"
"Powered3JU3U","Bird","36.147617","-86.799674"
"Powered3JVX1","Bird","36.153051","-86.788988"
"Powered3JYLB","Bird","36.123763","-86.819105"
"Powered3K4K8","Bird","36.133633","-86.817854"
"Powered3K5S52DDIS344","Lime","36.036677","-86.864214"
"Powered3KIFQ","Bird","36.140911","-86.816922"
"Powered3KLL6B74NOC3Z","Lime","36.111531","-86.858385"
"Powered3KQGTY5VYWTO3","Lime","36.127317","-86.838564"
"Powered3KUB4IF3GM4IH","Lime","36.126437","-86.814506"
"Powered3L1IZ","Bird","36.131600","-86.815919"
"Powered3L244D6NXUP6G","Lime","36.108507","-86.824978"
"Powered3LAIX","Bird","36.060728","-86.821977"
"Powered3LDDJBCGRKGQM","Lime","36.118796","-86.822626"
"Powered3LK7P","Bird","36.127226","-86.821312"
"Powered3M7Y4NTBE6RY4","Lime","36.119862","-86.807133"
"Powered3MDVD","Bird","36.123424","-86.801077"
"Powered3MGIQCO4SUEWP","Lime","36.123480","-86.812375"
"Powered3MT7E","Bird","36.126580","-86.819325"
"Powered3NAJV","Bird","36.124321","-86.820817"
"Powered3NKCI","Bird","36.125147","-86.826962"
"Powered3NTA9","Bird","36.130997","-86.825534"
"Powered3NU4D","Bird","36.123608","-86.853170"
"Powered3NYSYECXSMJIP","Lime","36.123126","-86.810773"
"Powered3OUBNUTETL4VB","Lime","36.122249","-86.798936"
"Powered3PD13","Bird","36.184003","-86.748175"
"Powered3PDQP","Bird","36.139297","-86.815995"
"Powered3PE6VN3RE2UPD","Lime","36.118706","-86.814506"
"Powered3PEHX6PRBK7LX","Lime","36.117927","-86.818363"
"Powered3PF1E","Bird","36.137255","-86.817143"
"Powered3PFCK","Bird","36.128734","-86.820627"
"Powered3PFHS","Bird","36.141572","-86.816256"
"Powered3PITT","Bird","36.126815","-86.789391"
"Powered3PJEMJUKQP5Z6","Lime","36.120437","-86.814097"
"Powered3PJFDJDXTCA3F","Lime","36.068524","-86.821526"
"Powered3PTT3XWFYZPBE","Lime","36.149124","-86.806536"
"Powered3PUQ7","Bird","36.138107","-86.812897"
"Powered3PXX9","Bird","36.122862","-86.820033"
"Powered3Q3KLMCKASODG","Lime","36.118885","-86.814519"
"Powered3Q54UZ7AIKGPR","Lime","36.042691","-86.821181"
"Powered3Q6X6","Bird","36.122638","-86.841758"
"Powered3QAIKW336YAB4","Lime","36.137577","-86.812818"
"Powered3QKH3UMOUKWGG","Lime","36.124191","-86.803435"
"Powered3QR6E","Bird","36.122538","-86.821760"
"Powered3QS7RLD3YMKMO","Lime","36.074355","-86.976510"
"Powered3R1DK","Bird","36.125443","-86.815071"
"Powered3R37VFAQJ7GTV","Lime","36.089892","-86.812271"
"Powered3RXLWFNYB2K63","Lime","36.107178","-86.823350"
"Powered3S9IK","Bird","36.130431","-86.821086"
"Powered3SBY5","Bird","36.147266","-86.820367"
"Powered3SDFC5NC4XZPZ","Lime","36.111929","-86.846129"
"Powered3SR42","Bird","36.121354","-86.789880"
"Powered3SWBI","Bird","36.125534","-86.852723"
"Powered3SXSX","Bird","36.124856","-86.840622"
"Powered3T2Q2YYAA4KMZ","Lime","36.119708","-86.815318"
"Powered3T4HZ7WJKB27M","Lime","36.118026","-86.814793"
"Powered3TJQYZI3JSURO","Lime","36.121345","-86.814404"
"Powered3TL95","Bird","36.125231","-86.819390"
"Powered3TU4U","Bird","36.125993","-86.841897"
"Powered3UCL6NKMYUBOB","Lime","36.064714","-86.937355"
"Powered3UL2J","Bird","36.121213","-86.818270"
"Powered3UTX6","Bird","36.120829","-86.814570"
"Powered3V7DM","Bird","36.132347","-86.835417"
"Powered3WD63MPJQERKZ","Lime","36.114980","-86.811858"
"Powered3WOGYGLVBBY67","Lime","36.123399","-86.842604"
"Powered3WW12","Bird","36.120686","-86.820469"
"Powered3WW9I","Bird","36.147925","-86.786396"
"Powered3X1W1","Bird","36.140907","-86.820660"
"Powered3X5VP","Bird","36.124899","-86.840988"
"Powered3X92W","Bird","36.127731","-86.818751"
"Powered3XINKE5ALW66Z","Lime","36.101882","-86.821237"
"Powered3XJXC","Bird","36.149639","-86.800092"
"Powered3Y7EK","Bird","36.143000","-86.794466"
"Powered3YEXC","Bird","36.120436","-86.814541"
"Powered3YGG3HUNCDH6N","Lime","36.091577","-86.837278"
"Powered3YI3UZR3YQTLX","Lime","36.117800","-86.851838"
"Powered3YMAD","Bird","36.120754","-86.826229"
"Powered3YQCV5WQ2APM3","Lime","36.120628","-86.816169"
"Powered3YZW3","Bird","36.107609","-86.840153"
"Powered3ZFIGADQUK7L4","Lime","36.119777","-86.840554"
"Powered3ZFYW","Bird","36.119586","-86.816207"
"Powered3ZGGX","Bird","36.121037","-86.807043"
"Powered3ZMPJPDTFZ4XZ","Lime","36.142974","-86.815200"
"Powered3ZPCHCTLNK2WR","Lime","36.105483","-86.840331"
"Powered3ZPZ7","Bird","36.158474","-86.768241"
"Powered3ZUJGJXF2ZNKH","Lime","36.105432","-86.829016"
"Powered3ZX2X","Bird","36.136922","-86.805693"
"Powered400445","Lyft","36.155648","-86.780943"
"Powered401","Gotcha","34.936336","-86.818737"
"Powered4021892","Spin","36.143870","-86.812573"
"Powered402430bc-118f-5da7-bc77-e577b39ba4ac","Jump","36.099200","-86.844600"
"Powered402686","Lyft","36.122671","-86.828413"
"Powered402701","Lyft","36.111561","-86.813613"
"Powered403152","Lyft","36.122641","-86.817664"
"Powered403246","Lyft","36.124651","-86.813226"
"Powered4032785","Spin","36.137800","-86.809190"
"Powered403609","Lyft","36.130416","-86.815849"
"Powered403632","Lyft","36.128853","-86.817651"
"Powered404067","Lyft","36.119238","-86.819968"
"Powered4047336","Spin","36.010700","-86.810440"
"Powered404899","Lyft","36.124565","-86.820622"
"Powered405144","Lyft","36.153545","-86.785342"
"Powered4053444","Spin","36.088520","-86.810690"
"Powered405803","Lyft","36.122267","-86.815631"
"Powered405856","Lyft","36.127340","-86.813847"
"Powered406","Gotcha","0.000000","-86.865664"
"Powered4062067","Spin","36.145750","-86.814099"
"Powered4062285","Spin","36.146979","-86.829950"
"Powered4062486","Spin","36.129102","-86.816672"
"Powered4063776","Spin","36.147494","-86.791100"
"Powered406954","Lyft","36.122948","-86.818160"
"Powered4072571","Spin","36.137230","-86.814500"
"Powered407739","Lyft","36.117833","-86.815445"
"Powered407baa24-4fa0-5808-8414-b3dfea0386d6","Jump","36.117100","-86.818200"
"Powered408","Gotcha","0.000000","-86.786177"
"Powered408609","Lyft","36.147079","-86.808104"
"Powered4089bbf5-5f4a-5eb2-acd2-060ba094c202","Jump","36.107600","-86.817800"
"Powered4091927","Spin","36.122910","-86.810429"
"Powered409504","Lyft","36.126176","-86.820397"
"Powered40b958a8-d08c-5d2e-a89c-a4a0466a4548","Jump","36.119700","-86.753100"
"Powered410","Gotcha","36.121243","-86.770368"
"Powered4102727","Spin","36.010940","-86.814910"
"Powered4117837a-cbdf-5210-a875-e7a579fdc866","Jump","36.119700","-86.811100"
"Powered411953","Lyft","36.125293","-86.840755"
"Powered412","Gotcha","36.156370","-86.786350"
"Powered4121208","Spin","36.126090","-86.810200"
"Powered4121c406-f8e7-5856-b241-ee66d608ef1f","Jump","36.175600","-86.781900"
"Powered412586","Lyft","36.125211","-86.814531"
"Powered412670","Lyft","36.133200","-86.813418"
"Powered412701","Lyft","36.125310","-86.808446"
"Powered412921","Lyft","36.120991","-86.827295"
"Powered413161","Lyft","36.123199","-86.814334"
"Powered413180","Lyft","36.120519","-86.825330"
"Powered4137887","Spin","35.787630","-86.809927"
"Powered414494","Lyft","36.123476","-86.815734"
"Powered414680","Lyft","36.137385","-86.835282"
"Powered414735","Lyft","36.136730","-86.819675"
"Powered414910","Lyft","36.113126","-86.794117"
"Powered4151830","Spin","35.865030","-86.343150"
"Powered415270","Lyft","36.122630","-86.815016"
"Powered415391","Lyft","36.125514","-86.830250"
"Powered4154805","Spin","36.121670","-86.812860"
"Powered41594bfe-43a8-5bed-a972-603e7a058846","Jump","36.067000","-86.820400"
"Powered416135","Lyft","36.118769","-86.820163"
"Powered416229","Lyft","36.112546","-86.821074"
"Powered416261d9-d60b-542d-aead-80bb46c8648b","Jump","36.116300","-86.820100"
"Powered416613","Lyft","36.134076","-86.826955"
"Powered417fe4cc-054d-58a2-aa55-1866179c37bf","Jump","36.088300","-86.842500"
"Powered419","Gotcha","34.414336","-86.818577"
"Powered419460","Lyft","36.146387","-86.812702"
"Powered419754","Lyft","36.106467","-86.786481"
"Powered41A5D","Bird","36.117318","-86.814539"
"Powered41d860a0-f030-52ae-8084-fc222c388b00","Jump","36.119600","-86.815800"
"Powered41NKE","Bird","36.122516","-86.823296"
"Powered41UN5","Bird","36.144265","-86.815652"
"Powered41V7U","Bird","36.124423","-86.816120"
"Powered41VE6","Bird","36.134485","-86.819375"
"Powered420050","Lyft","36.135719","-86.803139"
"Powered420142","Lyft","36.120809","-86.814018"
"Powered420199","Lyft","36.123190","-86.805089"
"Powered4205781","Spin","36.136340","-86.813420"
"Powered4207036","Spin","36.147900","-86.740640"
"Powered4207407","Spin","36.120587","-86.811490"
"Powered421","Gotcha","0.000000","-86.815532"
"Powered421914","Lyft","36.125768","-86.821154"
"Powered4220115","Spin","36.138660","-86.810000"
"Powered422678","Lyft","36.136661","-86.802160"
"Powered423028","Lyft","36.149827","-86.801011"
"Powered4233824","Spin","36.147647","-86.740524"
"Powered423885","Lyft","36.122791","-86.814556"
"Powered4239f3c8-b3c3-5267-b694-e07727fc4b72","Jump","36.161700","-86.772600"
"Powered424","Gotcha","36.121183","-86.814484"
"Powered4241711","Spin","36.127250","-86.812180"
"Powered424342","Lyft","36.132409","-86.813115"
"Powered424668","Lyft","36.125885","-86.803279"
"Powered4250363","Spin","36.008850","-86.812940"
"Powered425054","Lyft","36.140682","-86.814563"
"Powered425222","Lyft","36.123754","-86.830868"
"Powered42527","Bird","36.134159","-86.807672"
"Powered425535","Lyft","36.122676","-86.813005"
"Powered425Y6","Bird","36.131008","-86.816650"
"Powered426","Gotcha","0.000000","-86.820662"
"Powered426473","Lyft","36.119784","-86.805430"
"Powered426503","Lyft","36.125241","-86.829865"
"Powered426HN","Bird","36.136407","-86.816547"
"Powered427095","Lyft","36.128996","-86.800474"
"Powered4271548","Spin","36.147790","-86.813800"
"Powered427451","Lyft","36.128901","-86.823881"
"Powered427487","Lyft","36.121231","-86.829178"
"Powered42750399-0e59-527e-9301-3b84a2bd6a02","Jump","36.119200","-86.817100"
"Powered429352","Lyft","36.125225","-86.814530"
"Powered4295279","Spin","36.125814","-86.881340"
"Powered4297748","Spin","36.128912","-86.818790"
"Powered42faf523-5d2b-526a-9b38-e6d583b6e345","Jump","36.117300","-86.828200"
"Powered42KLJ","Bird","36.127726","-86.848801"
"Powered42MYM","Bird","36.119201","-86.820706"
"Powered42PGU","Bird","36.129903","-86.821401"
"Powered42T2M","Bird","36.125947","-86.824401"
"Powered430","Gotcha","36.119577","-86.814696"
"Powered43088879-f295-565e-81a9-e65437baa10a","Jump","36.118400","-86.817700"
"Powered4314410","Spin","36.147950","-86.740510"
"Powered4318163","Spin","36.143240","-86.809810"
"Powered4319101","Spin","36.125690","-86.810610"
"Powered432","Gotcha","36.121669","-86.770347"
"Powered4321610","Spin","36.149520","-86.797340"
"Powered43220858-78e1-5dc5-b323-102249ba5df2","Jump","36.117500","-86.830400"
"Powered432355","Lyft","36.135738","-86.813442"
"Powered4330075","Spin","36.144380","-87.286040"
"Powered433338","Lyft","36.110456","-86.820516"
"Powered4341146","Spin","36.144930","-86.820300"
"Powered4344b4e4-4979-5fc1-8c2e-a0203ffc0dd3","Jump","36.107200","-86.843100"
"Powered434850","Lyft","36.121978","-86.814534"
"Powered434LT","Bird","36.122665","-86.819997"
"Powered434RF2H6KJ33V","Lime","36.117024","-86.842024"
"Powered435266","Lyft","36.156082","-86.775940"
"Powered4353788","Spin","36.122790","-86.812713"
"Powered435826","Lyft","36.122402","-86.835299"
"Powered435892","Lyft","36.107632","-86.820220"
"Powered436d110b-f117-5df7-8ccb-956e42a41144","Jump","36.118800","-86.827100"
"Powered437065","Lyft","36.125224","-86.851930"
"Powered437467","Lyft","36.121272","-86.823893"
"Powered43848ef9-02cf-5151-a315-362c2225ac77","Jump","36.119600","-86.753800"
"Powered438572","Lyft","36.127216","-86.819666"
"Powered4390788","Spin","36.097551","-86.811250"
"Powered439418","Lyft","36.126438","-86.815856"
"Powered439681","Lyft","36.119460","-86.823756"
"Powered4398353","Spin","36.124963","-86.811680"
"Powered4398423","Spin","36.122650","-86.810540"
"Powered43SG43JYLIC2B","Lime","36.118225","-86.820860"
"Powered43SU1","Bird","36.120544","-86.814542"
"Powered43ZUB","Bird","36.136291","-86.816513"
"Powered440133","Lyft","36.131342","-86.814183"
"Powered441411","Lyft","36.125182","-86.819711"
"Powered441659","Lyft","36.127225","-86.821149"
"Powered441733","Lyft","36.122309","-86.828071"
"Powered442243","Lyft","36.136855","-86.800956"
"Powered442505","Lyft","36.125539","-86.814769"
"Powered4429487","Spin","36.124390","-86.848760"
"Powered443095","Lyft","36.130505","-86.804844"
"Powered443300","Lyft","36.148640","-86.814573"
"Powered4438725","Spin","36.140640","-86.812730"
"Powered444137","Lyft","36.123020","-86.817520"
"Powered4442615","Spin","36.122820","-86.814915"
"Powered444502","Lyft","36.116617","-86.853532"
"Powered444815","Lyft","36.136589","-86.801064"
"Powered444878","Lyft","36.120588","-86.816214"
"Powered444e1b80-fd38-502f-b9e8-1b9728928f13","Jump","36.119500","-86.820100"
"Powered445189","Lyft","36.121767","-86.815740"
"Powered445976","Lyft","36.133125","-86.810535"
"Powered446","Gotcha","34.414317","-86.819317"
"Powered446277","Lyft","36.125439","-86.803493"
"Powered446395","Lyft","36.146129","-86.818201"
"Powered446520","Lyft","36.149463","-86.812751"
"Powered4466854","Spin","36.148540","-86.800941"
"Powered446977","Lyft","36.124187","-86.813466"
"Powered447","Gotcha","36.121480","-86.770450"
"Powered447401","Lyft","36.120187","-86.835113"
"Powered4479897","Spin","30.488898","-87.261044"
"Powered447TG","Bird","36.085898","-86.811745"
"Powered4480612","Spin","36.122870","-86.829820"
"Powered448c3473-dffd-533d-af87-b829d215ddc3","Jump","36.077000","-86.847700"
"Powered448VX","Bird","36.134162","-86.834568"
"Powered449699","Lyft","36.119341","-86.847298"
"Powered449757","Lyft","36.117830","-86.839937"
"Powered449820","Lyft","36.122859","-86.815140"
"Powered44b0dcef-1bdd-55e9-bbee-8ddb9a200cb4","Jump","36.115700","-86.840400"
"Powered44GAM","Bird","36.152504","-86.820621"
"Powered44LW63YSFCWPF","Lime","36.135933","-86.813164"
"Powered44NI9","Bird","36.156856","-86.781182"
"Powered44XRQ2HY3NSBE","Lime","36.123009","-86.820483"
"Powered450","Gotcha","36.134748","-86.788827"
"Powered4501372e-4eba-5c5f-9209-5f6783eb4501","Jump","36.120000","-86.753400"
"Powered450453","Lyft","36.100954","-86.818555"
"Powered450626","Lyft","36.124431","-86.804761"
"Powered450718","Lyft","36.147075","-86.808166"
"Powered4507438","Spin","36.068340","-86.813250"
"Powered451","Gotcha","0.000000","-86.816772"
"Powered451148","Lyft","36.150794","-86.791468"
"Powered451642","Lyft","36.122402","-86.834610"
"Powered451771f1-aed0-5889-8cef-ffb94d524825","Jump","36.119700","-86.812800"
"Powered4526991a-48e4-5bb5-a631-a33a6af7c839","Jump","36.120000","-86.753300"
"Powered4528080","Spin","36.124500","-86.810600"
"Powered452QH","Bird","36.130290","-86.842664"
"Powered453","Gotcha","0.000000","-86.813321"
"Powered4536513","Spin","36.137200","-87.290200"
"Powered4536556","Spin","36.126830","-86.813770"
"Powered453766","Lyft","36.142863","-86.811665"
"Powered454597","Lyft","36.133259","-86.813115"
"Powered454838","Lyft","36.119738","-86.843039"
"Powered455","Gotcha","33.792689","-86.815600"
"Powered455578","Lyft","36.140858","-86.842713"
"Powered4557302","Spin","36.137010","-86.830737"
"Powered4561082","Spin","36.136730","-86.808770"
"Powered4562486","Spin","36.131801","-86.810710"
"Powered456361","Lyft","36.115343","-86.826791"
"Powered4567425","Spin","36.123410","-86.814091"
"Powered457194","Lyft","36.121434","-86.814203"
"Powered457938","Lyft","36.125032","-86.857373"
"Powered4588563","Spin","36.146580","-86.805390"
"Powered4590795","Spin","36.126412","-86.813819"
"Powered4591041","Spin","36.010230","-87.284550"
"Powered459446","Lyft","36.106354","-86.810047"
"Powered4595080","Spin","36.135090","-86.814080"
"Powered459564","Lyft","36.120238","-86.814568"
"Powered459Q8","Bird","36.126412","-86.841833"
"Powered45b5911d-5e86-5514-9269-a9a8b085b869","Jump","36.118900","-86.753900"
"Powered45CRI","Bird","36.138866","-86.800255"
"Powered45EPJQ7XYO3VW","Lime","36.121479","-86.814278"
"Powered45fc081c-fcf6-5b42-bd3b-f3d3180f789f","Jump","36.119600","-86.842900"
"Powered460","Gotcha","36.134726","-86.788829"
"Powered460152","Lyft","36.124464","-86.805003"
"Powered4604353","Spin","36.122981","-86.822400"
"Powered4604b6d8-5f67-5e5e-9150-c6c265dfd57e","Jump","36.116200","-86.810000"
"Powered460563","Lyft","36.125751","-86.822821"
"Powered460651","Lyft","36.120657","-86.806340"
"Powered460728","Lyft","36.127704","-86.826794"
"Powered4613561","Spin","36.125820","-86.810260"
"Powered4615913","Spin","36.133730","-86.804323"
"Powered461637","Lyft","36.120648","-86.812236"
"Powered4616575","Spin","36.135670","-86.814046"
"Powered462353","Lyft","36.136568","-86.814723"
"Powered462547","Lyft","36.117994","-86.820264"
"Powered4628040","Spin","36.121289","-86.810370"
"Powered4634634","Spin","36.146540","-86.809768"
"Powered463835","Lyft","36.131546","-86.812879"
"Powered4639766","Spin","36.141280","-86.810430"
"Powered464","Gotcha","34.414492","-86.814518"
"Powered464318","Lyft","36.121267","-86.821026"
"Powered46474ead-c3e0-56be-a442-e8dc44f00f53","Jump","36.114500","-86.819600"
"Powered465392","Lyft","36.152305","-86.795112"
"Powered465413","Lyft","36.123703","-86.814147"
"Powered465454","Lyft","36.142547","-86.815286"
"Powered465478","Lyft","36.125302","-86.820614"
"Powered4654H","Bird","36.135811","-86.823382"
"Powered4656395","Spin","36.143200","-86.809970"
"Powered466066","Lyft","36.136938","-86.814503"
